Case No,Category Name
KM-03524,Information
KM-03525,Seed Issues
KM-03526,NREGS-Delay/Low wages
KM-03527,Market Payment delay
KM-03528,Information
KM-03529,2017-Crop loss
KM-03530,NREGS Payment
KM-03530,NREGS-Delay/Low wages
KM-03531,Illegal Occupation
KM-03533,Market Payment delay
KM-03534,Kalyana Lakshmi
KM-03535,Information
KM-03536,Crop Loss
KM-03537,Land Survey
KM-03538,Other
KM-03539,Land Survey
KM-03540,Assigned Land
KM-03541,Bc corporation
KM-03542,Civil
KM-03543,2016 heavy floods
KM-03544,NREGS-Delay/Low wages
KM-03545,Crop Loss
KM-03546,Information
KM-03548,Market Payment delay
KM-03549,Other
KM-03551,Land Survey
KM-03552,Information
KM-03553,Other
KM-03554,Information
KM-03555,Category not assigned
KM-03556,Civil
KM-03557,Information
KM-03558,Kalyana Lakshmi
KM-03559,Information
KM-03560,Larger Land Issue
KM-03561,Crop Loss
KM-03562,Market Price
KM-03563,IHHL Payments
KM-03564,Crop Damaged by Wildborer/Monkeys
KM-03565,Market Payment delay
KM-03566,Market Issues
KM-03567,Land purchase scheme(LPS)
KM-03568,Kalyana Lakshmi
KM-03569,Transformer Issue
KM-03570,Online Pahani
KM-03571,Shaadi Mubaarak
KM-03572,Suicide Case
KM-03573,Anthyodaya issue
KM-03574,Suicide Case
KM-03575,Land less farmer
KM-03576,Suicide Case
KM-03577,Other
KM-03578,Information
KM-03580,Suicide Case
KM-03581,Issue of Patta-Assigned land
KM-03582,Irrigation
KM-03583,Suicide Case
KM-03585,NREGS-Delay/Low wages
KM-03586,Anthyodaya issue
KM-03587,IHHL Payments
KM-03589,Market Payment delay
KM-03590,Assigned Land
KM-03591,Market Payment delay
KM-03592,PassBook
KM-03593,Aasara Pensions - Old age
KM-03594,PassBook
KM-03595,Assigned Land
KM-03596,Crop Power Supply
KM-03597,Civil
KM-03598,2016 heavy floods
KM-03599,Suicide Case
KM-03600,Information
KM-03601,Civil
KM-03602,Tenancy(38e)Patta
KM-03603,Assigned Land
KM-03606,Aasara Pensions - Old age
KM-03607,Information
KM-03608,Agriculture Inputs
KM-03609,Other
KM-03610,Information
KM-03611,Pest attack
KM-03612,Land transfer
KM-03613,Other
KM-03614,Information
KM-03616,Market Payment delay
KM-03617,Market Payment delay
KM-03618,2016 heavy floods
KM-03620,Market Payment delay
KM-03622,Crop Loss
KM-03624,Suicide Case
KM-03625,Online Pahani
KM-03626,NREGS-Job card
KM-03627,Market Payment delay
KM-03628,Agriculture Inputs
KM-03629,Transformer Issue
KM-03631,Online Pahani
KM-03632,Financial help
KM-03633,Category not assigned
KM-03634,Other
KM-03635,Information
KM-03636,Information
KM-03637,Kisan Credit Card
KM-03638,Market Payment delay
KM-03640,Crop loan - Scale of finance
KM-03641,Land Mutation
KM-03642,Financial help
KM-03643,Issue of new PPB
KM-03644,Aasara Pensions - Widow
KM-03645,Land succession
KM-03646,Other
KM-03647,Hail storm
KM-03648,Aasara Pensions - Old age
KM-03649,Market Issues
KM-03650,Agriculture Inputs
KM-03651,Market Payment delay
KM-03652,Market Payment delay
KM-03653,Market Payment delay
KM-03654,Sc corporation
KM-03655,Market Payment delay
KM-03656,Land registration
KM-03657,Information
KM-03658,Drinking Water
KM-03659,Crop Power Supply
KM-03660,Information
KM-03661,Bc corporation
KM-03662,Information
KM-03663,Market Payment delay
KM-03664,Information
KM-03665,Information
KM-03666,Market Payment delay
KM-03667,2016 heavy floods
KM-03668,Kalyana Lakshmi
KM-03669,Kalyana Lakshmi
KM-03670,Market Payment delay
KM-03671,Market Payment delay
KM-03672,Subsidy
KM-03673,2016 heavy floods
KM-03675,Market Payment delay
KM-03676,Subsidy
KM-03677,2016 heavy floods
KM-03678,Market Payment delay
KM-03679,Land registration
KM-03682,Market Payment delay
KM-03683,Information
KM-03684,Market Payment delay
KM-03685,current wires hanging in the field
KM-03686,2016 heavy floods
KM-03687,Other
KM-03688,House
KM-03689,Crop loan - New
KM-03690,Sc corporation
KM-03692,Land Survey
KM-03693,Aasara Pensions - Widow
KM-03694,Crop loan - New
KM-03695,Kalyana Lakshmi
KM-03696,Market Payment delay
KM-03697,Information
KM-03698,Information
KM-03699,Seed Issues
KM-03700,Subsidy
KM-03701,Suicide Case
KM-03702,Land succession
KM-03703,Land succession
KM-03705,Land succession
KM-03706,Information
KM-03707,Information
KM-03708,2016 heavy floods
KM-03709,Land succession
KM-03709,Corrections in Personal Details
KM-03711,Indiramma/2 BedRoom
KM-03712,Market Payment delay
KM-03713,Proceedings
KM-03714,Other
KM-03715,Indiramma/2 BedRoom
KM-03716,Indiramma/2 BedRoom
KM-03717,Soil test
KM-03718,IHHL Payments
KM-03720,Online Pahani
KM-03721,Land Corrections
KM-03722,Land Corrections
KM-03723,Land succession
KM-03724,Market Payment delay
KM-03726,Market Payment delay
KM-03727,Land area corrections
KM-03728,Information
KM-03729,Market Payment delay
KM-03730,Market Payment delay
KM-03731,Information
KM-03732,Transformer Issue
KM-03733,Market Payment delay
KM-03734,Land Corrections
KM-03735,Other Loans
KM-03737,Land Survey
KM-03738,Information
KM-03739,Suicide Case
KM-03740,Land Corrections
KM-03741,Market Payment delay
KM-03742,Market Payment delay
KM-03743,Information
KM-03744,Category not assigned
KM-03745,Market Payment delay
KM-03749,Online Pahani
KM-03751,Market Price
KM-03753,Other
KM-03754,No proper information
KM-03755,Other
KM-03756,Land succession
KM-03757,Kisan Credit Card
KM-03758,Aasara Pensions - Widow
KM-03759,Land Corrections
KM-03760,Market Payment delay
KM-03761,Information
KM-03762,Market Issues
KM-03763,Market Payment delay
KM-03764,Other
KM-03765,Livelihood Support
KM-03766,Market Price
KM-03767,Land Corrections
KM-03768,Information
KM-03770,Sc corporation
KM-03770,Distress
KM-03771,Subsidy
KM-03772,Ration card
KM-03773,Assigned Land
KM-03774,Suicide Case
KM-03775,Complaint
KM-03776,Drinking Water
KM-03776,Other
KM-03777,Civil
KM-03778,Market Payment delay
KM-03779,Hail storm
KM-03780,Drip
KM-03781,Court Case
KM-03782,Other
KM-03783,Information
KM-03784,Information
KM-03785,Information
KM-03786,Other
KM-03787,Non farming issue
KM-03788,Aasara Pensions - Old age
KM-03789,Market Payment delay
KM-03790,Subsidy
KM-03792,Agriculture Inputs
KM-03794,Information
KM-03795,Information
KM-03796,Market Payment delay
KM-03797,Information
KM-03798,Other Loans
KM-03799,Market Payment delay
KM-03800,Market Payment delay
KM-03801,Market Payment delay
KM-03802,Market Payment delay
KM-03803,Market Payment delay
KM-03804,Market Payment delay
KM-03805,Electricity connection to transformer
KM-03806,Market Payment delay
KM-03807,Subsidy
KM-03808,Shaadi Mubaarak
KM-03809,Land succession
KM-03810,2016 heavy floods
KM-03811,Apadhbanduvu
KM-03812,Rythu Bandhu
KM-03814,Sc corporation
KM-03815,No proper information
KM-03816,IHHL Payments
KM-03817,Market Payment delay
KM-03818,Market Payment delay
KM-03820,Civil
KM-03821,Market Payment delay
KM-03823,Market Payment delay
KM-03824,Information
KM-03825,Aasara Pensions - Disability
KM-03826,Agriculture Inputs
KM-03827,Crop Loss
KM-03828,Information
KM-03829,Market Issues
KM-03830,Market Payment delay
KM-03831,Crop Damaged by Wildborer/Monkeys
KM-03834,Market Payment delay
KM-03833,Market Payment delay
KM-03835,Other
KM-03836,Market Payment delay
KM-03837,NREGS-Delay/Low wages
KM-03839,Drip
KM-03840,Agriculture Inputs
KM-03841,Kisan Credit Card
KM-03842,Inam Land
KM-03843,Soil test
KM-03845,Market Payment delay
KM-03846,Market Payment delay
KM-03847,Market Payment delay
KM-03848,Category not assigned
KM-03851,Market Payment delay
KM-03853,Market Payment delay
KM-03854,Other
KM-03855,Market Payment delay
KM-03856,Irrigation
KM-03857,Information
KM-03858,Market Payment delay
KM-03859,Loan on LEC
KM-03860,Market Payment delay
KM-03861,Information
KM-03862,Market Payment delay
KM-03863,Other
KM-03864,Land Survey
KM-03865,Market Payment delay
KM-03866,Kalyana Lakshmi
KM-03867,Kisan Credit Card
KM-03870,Other
KM-03872,Market Payment delay
KM-03873,Crop Insurance
KM-03874,Kalyana Lakshmi
KM-03875,Market Payment delay
KM-03876,Animal death
KM-03877,Market Payment delay
KM-03878,LEC cards
KM-03879,Information
KM-03880,Kalyana Lakshmi
KM-03882,Market Payment delay
KM-03883,Market Payment delay
KM-03885,Information
KM-03886,Information
KM-03887,Other
KM-03888,Kalyana Lakshmi
KM-03889,Information
KM-03890,ROFR-Forest patta
KM-03891,Other
KM-03892,Illegal Occupation
KM-03893,IHHL Payments
KM-03894,Suicide Case
KM-03895,Transformer Issue
KM-03896,Land Corrections
KM-03897,Assigned Land
KM-03898,Information
KM-03899,BengalGram
KM-03900,Information
KM-03901,Market Payment delay
KM-03902,Aasara Pensions - Old age
KM-03903,Hail storm
KM-03904,Information
KM-03905,Drip
KM-03906,Hail storm
KM-03907,Hail storm
KM-03908,Market Payment delay
KM-03909,Market Payment delay
KM-03911,Market Payment delay
KM-03913,BengalGram
KM-03912,Market Payment delay
KM-03914,Market Payment delay
KM-03915,Market Payment delay
KM-03916,Kalyana Lakshmi
KM-03918,Hail storm
KM-03919,Hail storm
KM-03920,Hail storm
KM-03921,Hail storm
KM-03922,Hail storm
KM-03923,Hail storm
KM-03924,Hail storm
KM-03925,Hail storm
KM-03926,Hail storm
KM-03927,Aasara Pensions - Toddy Tappers
KM-03928,Market Payment delay
KM-03929,Hail storm
KM-03930,Market Payment delay
KM-03933,Drip
KM-03934,Land Survey
KM-03935,Hail storm
KM-03936,Hail storm
KM-03938,Hail storm
KM-03939,Financial help
KM-03940,Information
KM-03941,Land Mutation
KM-03942,Other
KM-03943,Market Payment delay
KM-03944,Indiramma/2 BedRoom
KM-03945,BengalGram
KM-03946,Information
KM-03947,Aasara Pensions - Disability
KM-03949,Other
KM-03950,BengalGram
KM-03951,Market Issues
KM-03952,Hail storm
KM-03953,Civil
KM-03955,Other
KM-03957,Other
KM-03956,Kalyana Lakshmi
KM-03958,Market Payment delay
KM-03960,Other
KM-03961,Information
KM-03962,Market Payment delay
KM-03963,Information
KM-03964,ROFR-Forest patta
KM-03965,Market Payment delay
KM-03966,Market Payment delay
KM-03967,Aasara Pensions - Old age
KM-03968,Category not assigned
KM-03969,Market Issues
KM-03970,Market Payment delay
KM-03971,Ex-gratia
KM-03974,Land Corrections
KM-03975,Online Pahani
KM-03976,Information
KM-03977,Information
KM-03978,Information
KM-03979,Land succession
KM-03980,Hail storm
KM-03981,Market Payment delay
KM-03982,Market Payment delay
KM-03983,Market Payment delay
KM-03984,Kalyana Lakshmi
KM-03985,Market Payment delay
KM-03986,Information
KM-03987,Market Payment delay
KM-03988,2016 heavy floods
KM-03989,Corrections in Personal Details
KM-03990,Land succession
KM-03991,Crop Loss
KM-03992,2016 heavy floods
KM-03993,Ration card
KM-03994,Market Payment delay
KM-03996,Market Payment delay
KM-03997,Subsidy
KM-03998,Market Payment delay
KM-03999,Market Payment delay
KM-04000,Aasara Pensions - Old age
KM-04001,Market Payment delay
KM-04002,Market Payment delay
KM-04004,Financial help
KM-04005,Market Issues
KM-04007,Market Payment delay
KM-04008,Other
KM-04009,Hail storm
KM-04010,Hail storm
KM-04011,Category not assigned
KM-04012,Market Payment delay
KM-04013,Information
KM-04014,Crop Loss
KM-04015,Information
KM-04016,Information
KM-04017,Crop Damaged by Wildborer/Monkeys
KM-04018,Crop Damaged by Wildborer/Monkeys
KM-04019,Market Payment delay
KM-04020,Market Payment delay
KM-04021,Category not assigned
KM-04022,Drinking Water
KM-04023,Information
KM-04024,Other
KM-04025,Market Payment delay
KM-04026,Kisan Credit Card
KM-04027,Market Payment delay
KM-04028,Information
KM-04029,Information
KM-04030,Subsidy
KM-04031,Market Payment delay
KM-04032,ROFR-Forest patta
KM-04033,Crop Loss
KM-04036,Market Payment delay
KM-04037,Crop Insurance
KM-04038,Market Payment delay
KM-04039,2016 heavy floods
KM-04041,Market Payment delay
KM-04042,Information
KM-04043,BengalGram
KM-04044,Other
KM-04045,Crop Loss
KM-04046,Market Payment delay
KM-04047,Market Payment delay
KM-04049,Land succession
KM-04050,Hail storm
KM-04051,Information
KM-04052,Transformer Issue
KM-04053,Crop Loss
KM-04054,Hail storm
KM-04055,Hail storm
KM-04056,Crop Loss
KM-04057,Kalyana Lakshmi
KM-04058,Information
KM-04059,Kalyana Lakshmi
KM-04060,Information
KM-04061,Hail storm
KM-04062,Hail storm
KM-04063,Category not assigned
KM-04064,Market Price
KM-04065,Hail storm
KM-04066,Animal death
KM-04067,Other
KM-04068,Crop Loss
KM-04069,Subsidy
KM-04070,Crop Loss
KM-04071,Crop Loss
KM-04072,Market Payment delay
KM-04073,Market Payment delay
KM-04074,Information
KM-04076,Hail storm
KM-04075,Crop Loss
KM-04077,Hail storm
KM-04078,Crop Loss
KM-04079,Crop loan - New
KM-04081,Kalyana Lakshmi
KM-04083,Market Payment delay
KM-04084,Market Payment delay
KM-04085,Information
KM-04086,Market Payment delay
KM-04087,Suicide Case
KM-04090,Hail storm
KM-04091,Market Payment delay
KM-04093,Market Payment delay
KM-04094,Hail storm
KM-04095,Crop Loss
KM-04097,Market Payment delay
KM-04098,Civil
KM-04099,Market Payment delay
KM-04100,NREGS-Delay/Low wages
KM-04100,NREGS-Job card
KM-04102,Distress
KM-04103,Market Payment delay
KM-04107,Kalyana Lakshmi
KM-04108,BengalGram
KM-04109,Crop Loan
KM-04110,Hail storm
KM-04111,Market Payment delay
KM-04112,Market Payment delay
KM-04113,Information
KM-04116,Seed Issues
KM-04117,Other
KM-04118,Seed Issues
KM-04119,Land Corrections
KM-04120,Other
KM-04121,current wires hanging in the field
KM-04122,Fisheries
KM-04123,Market Payment delay
KM-04124,Information
KM-04125,Adjustements towards Bank loans
KM-04126,Market Payment delay
KM-04127,BengalGram
KM-04128,Market Issues
KM-04129,Market Payment delay
KM-04130,Market Issues
KM-04131,Market Issues
KM-04132,Other
KM-04133,Information
KM-04135,Information
KM-04136,Information
KM-04137,Market Issues
KM-04138,Seed Issues
KM-04139,BengalGram
KM-04140,BengalGram
KM-04141,Information
KM-04142,Sadabainama
KM-04143,Market Payment delay
KM-04144,Transformer Issue
KM-04145,Market Payment delay
KM-04146,ROFR-Forest patta
KM-04147,Hail storm
KM-04148,Market Payment delay
KM-04149,Aasara Pensions - Disability
KM-04151,ROFR-Forest patta
KM-04153,Land Corrections
KM-04154,Assigned Land
KM-04155,Market Payment delay
KM-04156,Information
KM-04157,Hail storm
KM-04158,Land succession
KM-04159,Information
KM-04160,Hail storm
KM-04161,Land area corrections
KM-04162,Market Payment delay
KM-04163,Illegal Occupation
KM-04164,Crop Insurance
KM-04165,Other
KM-04166,Transformer Issue
KM-04167,Hail storm
KM-04169,Market Payment delay
KM-04170,Information
KM-04171,Other
KM-04172,Market Payment delay
KM-04173,Market Payment delay
KM-04174,Information
KM-04175,Kalyana Lakshmi
KM-04176,Land Corrections
KM-04177,Suicide Case
KM-04178,Market Issues
KM-04179,Seed Issues
KM-04180,Hail storm
KM-04181,Hail storm
KM-04182,Hail storm
KM-04183,Hail storm
KM-04184,Market Payment delay
KM-04185,Hail storm
KM-04186,Market Payment delay
KM-04188,Hail storm
KM-04189,Sc corporation
KM-04190,BengalGram
KM-04191,Land succession
KM-04192,Agriculture Inputs
KM-04193,Other Loans
KM-04194,Hail storm
KM-04195,Hail storm
KM-04196,Hail storm
KM-04197,Hail storm
KM-04198,Hail storm
KM-04199,Hail storm
KM-04200,Hail storm
KM-04201,Hail storm
KM-04202,Hail storm
KM-04203,Hail storm
KM-04204,Hail storm
KM-04205,Hail storm
KM-04206,Hail storm
KM-04207,Hail storm
KM-04208,Hail storm
KM-04209,Hail storm
KM-04210,Hail storm
KM-04211,Hail storm
KM-04212,Hail storm
KM-04213,Hail storm
KM-04214,Information
KM-04215,Information
KM-04216,Animal death
KM-04217,Other Loans
KM-04218,Market Payment delay
KM-04219,Market Payment delay
KM-04220,Crop Loss
KM-04222,Hail storm
KM-04223,Crop Loss
KM-04224,Market Payment delay
KM-04228,Hail storm
KM-04227,Market Issues
KM-04229,Market Issues
KM-04230,Information
KM-04231,Market Payment delay
KM-04232,Market Payment delay
KM-04233,Hail storm
KM-04234,Hail storm
KM-04235,Hail storm
KM-04236,Civil
KM-04237,Market Issues
KM-04238,Hail storm
KM-04239,Hail storm
KM-04241,Hail storm
KM-04240,Hail storm
KM-04242,NREGS Payment
KM-04243,Market Issues
KM-04244,Information
KM-04245,Market Issues
KM-04246,Land Corrections
KM-04247,Market Issues
KM-04248,Hail storm
KM-04250,Market Issues
KM-04251,PassBook
KM-04252,Information
KM-04253,Crop Loss
KM-04254,Other
KM-04255,Market Payment delay
KM-04256,Hail storm
KM-04259,Market Payment delay
KM-04261,Land area corrections
KM-04262,Crop Loss
KM-04263,Market Payment delay
KM-04264,Market Issues
KM-04268,Other
KM-04269,Apadhbanduvu
KM-04270,Market Payment delay
KM-04271,Sc corporation
KM-04272,Transformer Issue
KM-04274,ROFR-Forest patta
KM-04275,Aasara Pensions - Old age
KM-04276,Hail storm
KM-04277,Illegal Occupation
KM-04278,BC Corporation Loan
KM-04279,Financial help
KM-04280,Market Payment delay
KM-04281,Market Payment delay
KM-04282,Market Payment delay
KM-04283,LEC cards
KM-04284,NREGS-Job card
KM-04285,Other
KM-04286,Market Issues
KM-04287,Market Issues
KM-04288,Issue of new PPB
KM-04289,Market Payment delay
KM-04290,Crop Loss
KM-04291,Other Loans
KM-04292,Market Payment delay
KM-04293,Information
KM-04294,Information
KM-04295,Other
KM-04296,Market Issues
KM-04297,Assigned Land
KM-04298,Crop Insurance
KM-04300,Irrigation
KM-04301,Bc corporation
KM-04302,Civil
KM-04303,Civil
KM-04304,Financial help
KM-04305,Illegal Occupation
KM-04306,Complaint
KM-04307,Market Issues
KM-04308,Market Payment delay
KM-04309,Market Payment delay
KM-04310,Transformer Issue
KM-04311,Market Payment delay
KM-04312,Market Payment delay
KM-04313,Market Issues
KM-04315,Market Issues
KM-04316,Market Payment delay
KM-04317,Market Payment delay
KM-04318,IHHL Payments
KM-04319,Market Payment delay
KM-04320,NREGS-Delay/Low wages
KM-04321,NREGS-Delay/Low wages
KM-04323,Market Payment delay
KM-04324,canal construction
KM-04325,Civil
KM-04326,Other
KM-04327,Ration card
KM-04328,Market Issues
KM-04329,Aasara Pensions - Old age
KM-04330,Information
KM-04331,Market Payment delay
KM-04332,Market Payment delay
KM-04333,Market Payment delay
KM-04334,Market Payment delay
KM-04335,Market Payment delay
KM-04336,Market Payment delay
KM-04337,Market Payment delay
KM-04338,Market Issues
KM-04340,Market Payment delay
KM-04343,Market Payment delay
KM-04344,Market Payment delay
KM-04345,Suicide Case
KM-04348,Rythu Bandhu
KM-04349,Aasara Pensions - Old age
KM-04350,Other
KM-04351,Drip
KM-04352,Drip
KM-04354,Other
KM-04355,Civil
KM-04356,Other
KM-04357,Market Payment delay
KM-04359,Transformer Issue
KM-04360,Market Payment delay
KM-04361,Information
KM-04362,Financial help
KM-04364,Animal death
KM-04365,Market Payment delay
KM-04367,Market Payment delay
KM-04368,Family dispute
KM-04369,Information
KM-04371,Market Payment delay
KM-04372,Kisan Credit Card
KM-04373,Information
KM-04374,NREGS Payment
KM-04376,Electricity connection to transformer
KM-04377,Other
KM-04378,Kalyana Lakshmi
KM-04379,Information
KM-04380,Electrocution
KM-04382,Civil
KM-04383,Information
KM-04384,Kalyana Lakshmi
KM-04385,Other
KM-04386,Land succession
KM-04388,Market Issues
KM-04389,Market Payment delay
KM-04390,Inam Land
KM-04391,Land Survey
KM-04392,Sc corporation
KM-04393,Market Issues
KM-04394,Market Issues
KM-04395,Land succession
KM-04396,Information
KM-04397,Abhaya Hastam
KM-04399,Other
KM-04400,Market Issues
KM-04401,Market Issues
KM-04403,Market Payment delay
KM-04404,Other
KM-04405,Financial help
KM-04407,NREGS-Job card
KM-04408,land dispute
KM-04409,Kalyana Lakshmi
KM-04410,Civil
KM-04412,NREGS-Delay/Low wages
KM-04413,Market Payment delay
KM-04414,Market Payment delay
KM-04415,Market Payment delay
KM-04416,Market Payment delay
KM-04418,Suicide Case
KM-04419,Market Issues
KM-04420,Information
KM-04421,Kalyana Lakshmi
KM-04422,Bc corporation
KM-04423,Market Payment delay
KM-04424,Land succession
KM-04425,Land Survey
KM-04426,Land Mutation
KM-04428,Kalyana Lakshmi
KM-04429,Hail storm
KM-04430,NREGS-Delay/Low wages
KM-04431,Hail storm
KM-04432,Hail storm
KM-04433,Crop Loss
KM-04434,Crop Loss
KM-04435,Crop Loss
KM-04436,Hail storm
KM-04438,Hail storm
KM-04437,Hail storm
KM-04439,Hail storm
KM-04441,Hail storm
KM-04440,Information
KM-04442,Hail storm
KM-04443,Crop Loss
KM-04444,Hail storm
KM-04445,Hail storm
KM-04446,Hail storm
KM-04447,Crop Loss
KM-04448,Hail storm
KM-04449,Hail storm
KM-04450,Hail storm
KM-04451,Crop Loss
KM-04452,Crop Loss
KM-04453,Market Payment delay
KM-04454,Crop Loss
KM-04455,Hail storm
KM-04456,Crop Loss
KM-04457,Crop Loss
KM-04458,Hail storm
KM-04459,Hail storm
KM-04460,Hail storm
KM-04461,Hail storm
KM-04462,Crop Loss
KM-04463,Hail storm
KM-04464,Hail storm
KM-04465,Information
KM-04466,Hail storm
KM-04469,Market Payment delay
KM-04470,Market Payment delay
KM-04471,Hail storm
KM-04472,Crop Loss
KM-04473,Market Payment delay
KM-04474,Market Payment delay
KM-04476,Hail storm
KM-04477,Market Payment delay
KM-04478,Aasara Pensions - Disability
KM-04479,Rythu Bandhu
KM-04479,Land succession
KM-04480,Agriculture Inputs
KM-04485,Information
KM-04486,Suicide Case
KM-04487,Suicide Case
KM-04488,Suicide Case
KM-04489,Market Payment delay
KM-04490,Crop Loss
KM-04491,Market Payment delay
KM-04492,Market Issues
KM-04493,Suicide Case
KM-04494,Crop Damaged by Wildborer/Monkeys
KM-04495,Drinking Water
KM-04496,Bc corporation
KM-04497,Land area corrections
KM-04498,Hail storm
KM-04499,Hail storm
KM-04500,Market Payment delay
